# all.topics.primary.relevance.judgements.final.tsv.txt
# This file contains all of the maximum-length span primary relevance judgments for the
# TREC 2007 Genomics track.
# Each line represents the relevance of judgment on one topic for one maximum-length span.
# Fields are tab-delimited in the following order:
# TOPIC	PMID	OFFSET	LENGTH	RELEVANCE
#
200	14695357	58642	1684	NOT_RELEVANT
200	14704337	68282	545	NOT_RELEVANT
200	14715816	712	2466	NOT_RELEVANT
200	14726373	10408	1594	RELEVANT
200	14726373	42257	1014	NOT_RELEVANT
200	14726373	59305	502	NOT_RELEVANT
200	14726373	62461	477	RELEVANT
200	14726373	62941	594	RELEVANT
200	14734616	1740	3357	NOT_RELEVANT
200	14734616	5253	2276	NOT_RELEVANT
200	14734790	4672	163	NOT_RELEVANT
200	14736945	9937	3680	NOT_RELEVANT
200	14739212	10751	1120	NOT_RELEVANT
200	14739471	862	1295	NOT_RELEVANT
200	14739471	5296	3117	NOT_RELEVANT
200	14747618	1118	2120	NOT_RELEVANT
200	14747618	3967	1600	RELEVANT
200	14747618	9920	1010	RELEVANT
200	14747618	15181	797	RELEVANT
200	14747618	35479	1348	NOT_RELEVANT
200	14747618	51891	1243	NOT_RELEVANT
200	14747618	53137	2379	RELEVANT
200	14747618	55519	2035	RELEVANT
200	14747618	58932	1656	RELEVANT
200	14747618	61766	23003	RELEVANT
200	14757741	11539	112	NOT_RELEVANT
200	14757744	12920	3662	NOT_RELEVANT
200	14764523	61115	1738	NOT_RELEVANT
200	14764589	7419	3906	RELEVANT
200	14764606	10590	1953	NOT_RELEVANT
200	14764608	0	681	NOT_RELEVANT
200	14764608	1163	3232	RELEVANT
200	14764608	6949	992	RELEVANT
200	14764608	9817	1519	RELEVANT
200	14764608	58447	1430	RELEVANT
200	14767012	9411	3589	NOT_RELEVANT
200	14767014	39207	11245	NOT_RELEVANT
200	14872100	1015	1894	RELEVANT
200	14963203	2911	632	NOT_RELEVANT
200	14963203	17269	1090	NOT_RELEVANT
200	14963203	18764	1630	NOT_RELEVANT
200	14963203	20397	1136	NOT_RELEVANT
200	14963204	23335	2135	NOT_RELEVANT
200	14963211	9076	4433	NOT_RELEVANT
200	14963215	614	637	NOT_RELEVANT
200	14963215	1254	1120	NOT_RELEVANT
200	14970181	8835	2580	NOT_RELEVANT
200	14970181	77783	822	NOT_RELEVANT
200	14976055	85363	655	NOT_RELEVANT
200	14978025	44968	2979	NOT_RELEVANT
200	14983104	13282	880	NOT_RELEVANT
200	14993514	9514	3168	NOT_RELEVANT
200	14996755	41064	786	NOT_RELEVANT
200	14998977	13671	2315	NOT_RELEVANT
200	15001427	5362	3267	NOT_RELEVANT
200	15001474	833	3048	RELEVANT
200	15001474	25133	1273	NOT_RELEVANT
200	15001474	26409	1762	RELEVANT
200	15001474	40327	979	NOT_RELEVANT
200	15001474	45496	4827	RELEVANT
200	15001474	51809	2333	RELEVANT
200	15001474	73154	404	NOT_RELEVANT
200	15004260	831	1727	NOT_RELEVANT
200	15004260	7470	348	NOT_RELEVANT
200	15004260	32889	1551	RELEVANT
200	15004265	5597	3877	NOT_RELEVANT
200	15004265	36288	12881	RELEVANT
200	15004267	13374	1854	NOT_RELEVANT
200	15026314	46576	565	NOT_RELEVANT
200	15026314	55308	606	NOT_RELEVANT
200	15026314	55917	416	RELEVANT
200	15034162	37290	1480	NOT_RELEVANT
200	15034162	38773	2249	NOT_RELEVANT
200	15039497	14465	2803	NOT_RELEVANT
200	15054157	32360	3413	NOT_RELEVANT
200	15054157	37949	35551	RELEVANT
200	15060079	67653	976	NOT_RELEVANT
200	15075143	3291	3073	NOT_RELEVANT
200	15075143	36291	2449	NOT_RELEVANT
200	15090455	55908	654	NOT_RELEVANT
200	15090469	30571	4787	NOT_RELEVANT
200	15107418	27095	2788	NOT_RELEVANT
200	15117898	60001	321	NOT_RELEVANT
200	15123639	7769	769	NOT_RELEVANT
200	15123728	39543	1068	NOT_RELEVANT
200	15148287	6763	1050	NOT_RELEVANT
200	15148287	9020	916	NOT_RELEVANT
200	15148287	47281	4186	NOT_RELEVANT
200	15150355	24679	1927	NOT_RELEVANT
200	15159378	19782	1147	RELEVANT
200	15161983	41877	11095	NOT_RELEVANT
200	15166399	986	2708	RELEVANT
200	15166399	50884	5267	RELEVANT
200	15173206	48526	3666	RELEVANT
200	15173602	21013	626	NOT_RELEVANT
200	15173602	58965	1806	NOT_RELEVANT
200	15187198	31014	717	NOT_RELEVANT
200	15187240	4641	2067	NOT_RELEVANT
200	15197227	11619	139	NOT_RELEVANT
200	15197227	16029	848	RELEVANT
200	15197227	65122	1087	RELEVANT
200	15197227	69577	37917	NOT_RELEVANT
200	15199209	11311	18134	NOT_RELEVANT
200	15213333	1608	1692	RELEVANT
200	15213333	7477	1185	NOT_RELEVANT
200	15213335	7554	1144	NOT_RELEVANT
200	15226179	46014	1154	NOT_RELEVANT
200	15226179	63214	528	NOT_RELEVANT
200	15226516	31673	1729	NOT_RELEVANT
200	15226518	1048	1676	NOT_RELEVANT
200	15226518	2958	829	NOT_RELEVANT
200	15226518	4370	146	NOT_RELEVANT
200	15226518	7173	856	NOT_RELEVANT
200	15226518	10106	796	RELEVANT
200	15226518	13092	420	NOT_RELEVANT
200	15226518	18086	929	NOT_RELEVANT
200	15226518	21082	469	RELEVANT
200	15226518	21554	768	NOT_RELEVANT
200	15226518	25151	659	NOT_RELEVANT
200	15226518	28018	25377	NOT_RELEVANT
200	15238619	64629	1174	NOT_RELEVANT
200	15242878	68860	922	NOT_RELEVANT
200	15243005	4732	3963	NOT_RELEVANT
200	15256368	53989	2359	NOT_RELEVANT
200	15262899	1211	2981	RELEVANT
200	15262899	42443	2819	RELEVANT
200	15263031	22591	564	NOT_RELEVANT
200	15263031	43080	1149	NOT_RELEVANT
200	15266059	7508	2828	NOT_RELEVANT
200	15266060	18978	14499	RELEVANT
200	15266063	2377	581	NOT_RELEVANT
200	15280569	9874	1278	NOT_RELEVANT
200	15280569	62874	2879	NOT_RELEVANT
200	15284227	65716	1897	NOT_RELEVANT
200	15304673	0	441	NOT_RELEVANT
200	15304673	44040	36585	RELEVANT
200	15308483	52188	26299	NOT_RELEVANT
200	15315968	3506	3189	NOT_RELEVANT
200	15328419	104058	33916	RELEVANT
200	15333586	0	440	NOT_RELEVANT
200	15333586	41177	743	NOT_RELEVANT
200	15342925	2463	427	NOT_RELEVANT
200	15342925	10117	611	NOT_RELEVANT
200	15342925	10731	1225	NOT_RELEVANT
200	15342925	38040	25017	NOT_RELEVANT
200	15342927	6581	999	NOT_RELEVANT
200	15342927	39966	36473	RELEVANT
200	15353578	38826	4621	NOT_RELEVANT
200	15353611	10663	423	NOT_RELEVANT
200	15358625	4528	4233	RELEVANT
200	15367746	10117	991	NOT_RELEVANT
200	15367749	28904	17259	RELEVANT
200	15381672	40554	603	RELEVANT
200	15381672	41966	697	NOT_RELEVANT
200	15381672	51181	31813	NOT_RELEVANT
200	15381790	6966	1496	RELEVANT
200	15388841	3752	774	NOT_RELEVANT
200	15458926	49068	1217	NOT_RELEVANT
200	15459183	74946	654	NOT_RELEVANT
200	15459183	81537	753	NOT_RELEVANT
200	15471861	8140	1419	RELEVANT
200	15471954	74135	588	NOT_RELEVANT
200	15479745	23530	1424	NOT_RELEVANT
200	15479755	7793	551	NOT_RELEVANT
200	15479755	14007	25187	NOT_RELEVANT
200	15479757	0	576	RELEVANT
200	15479757	1218	1557	RELEVANT
200	15479757	10694	2534	NOT_RELEVANT
200	15479757	25567	2718	RELEVANT
200	15479757	34980	999	NOT_RELEVANT
200	15479757	51413	31173	RELEVANT
200	15479859	9178	688	NOT_RELEVANT
200	15494350	9228	2040	NOT_RELEVANT
200	15494350	12838	878	NOT_RELEVANT
200	15494350	18693	1008	NOT_RELEVANT
200	15494351	2847	134	NOT_RELEVANT
200	15494351	6537	679	NOT_RELEVANT
200	15494351	10097	133	NOT_RELEVANT
200	15494351	19808	401	NOT_RELEVANT
200	15498791	39020	1991	NOT_RELEVANT
200	15501903	50929	1794	NOT_RELEVANT
200	15507529	569	3717	NOT_RELEVANT
200	15507529	64343	412	NOT_RELEVANT
200	15509628	24663	2280	NOT_RELEVANT
200	15509662	24835	1187	NOT_RELEVANT
200	15528190	56387	3557	NOT_RELEVANT
200	15536065	1299	1818	NOT_RELEVANT
200	15546966	43463	31376	RELEVANT
200	15572521	79021	1053	NOT_RELEVANT
200	15572590	70592	1514	NOT_RELEVANT
200	15575012	10189	1547	NOT_RELEVANT
200	15579466	20416	3586	NOT_RELEVANT
200	15632353	3212	1034	NOT_RELEVANT
200	15637037	4355	2045	NOT_RELEVANT
200	15637039	25167	997	NOT_RELEVANT
200	15644391	65016	40899	RELEVANT
200	15653638	71528	1567	NOT_RELEVANT
200	15657395	62560	1073	NOT_RELEVANT
200	15661863	62493	1254	NOT_RELEVANT
200	15671256	7920	734	NOT_RELEVANT
200	15677513	6340	582	NOT_RELEVANT
200	15695293	8974	723	RELEVANT
200	15695293	10490	4276	RELEVANT
200	15701725	7747	1182	NOT_RELEVANT
200	15705633	0	436	RELEVANT
200	15705633	9390	1440	RELEVANT
200	15705633	32464	32637	RELEVANT
200	15728237	13317	1293	NOT_RELEVANT
200	15731360	56887	1393	NOT_RELEVANT
200	15741195	985	1331	RELEVANT
200	15749717	7822	656	NOT_RELEVANT
200	15749717	53667	1686	NOT_RELEVANT
200	15749729	4874	2338	NOT_RELEVANT
200	15757967	13923	2253	RELEVANT
200	15757968	6056	2451	NOT_RELEVANT
200	15757968	33539	1229	NOT_RELEVANT
200	15761016	44822	899	NOT_RELEVANT
200	15774543	42599	264	RELEVANT
200	15774545	4250	4551	NOT_RELEVANT
200	15778205	96397	207	NOT_RELEVANT
200	15784631	9043	1037	NOT_RELEVANT
200	15784631	24310	771	NOT_RELEVANT
200	15788438	1215	1669	NOT_RELEVANT
200	15797971	57416	1014	NOT_RELEVANT
200	15797972	2904	415	NOT_RELEVANT
200	15797972	7994	6639	NOT_RELEVANT
200	15797972	20524	2616	NOT_RELEVANT
200	15797972	41081	30455	NOT_RELEVANT
200	15797975	8698	708	RELEVANT
200	15797980	48377	878	NOT_RELEVANT
200	15814577	5656	125	NOT_RELEVANT
200	15814577	8946	1222	NOT_RELEVANT
200	15814577	42296	6832	NOT_RELEVANT
200	15827042	9102	3162	RELEVANT
200	15851489	15320	4712	NOT_RELEVANT
200	15860660	79494	506	NOT_RELEVANT
200	15870153	1076	1871	RELEVANT
200	15870153	8142	2366	RELEVANT
200	15870153	31000	2402	RELEVANT
200	15870182	546	2821	NOT_RELEVANT
200	15870182	6548	1082	RELEVANT
200	15870182	60434	552	NOT_RELEVANT
200	15870182	63578	385	RELEVANT
200	15870182	65702	590	RELEVANT
200	15870182	70517	502	NOT_RELEVANT
200	15870182	84307	477	NOT_RELEVANT
200	15870182	86839	605	NOT_RELEVANT
200	15870398	54406	2974	NOT_RELEVANT
200	15886229	55339	1983	NOT_RELEVANT
200	15890649	6488	2598	NOT_RELEVANT
200	15890682	13282	1730	NOT_RELEVANT
200	15894578	44479	2128	NOT_RELEVANT
200	15901907	19449	2658	RELEVANT
200	15901907	22900	1734	NOT_RELEVANT
200	15901907	28703	1673	RELEVANT
200	15901907	51087	52088	RELEVANT
200	15914499	1546	402	NOT_RELEVANT
200	15914499	1951	3649	RELEVANT
200	15914499	18784	3429	NOT_RELEVANT
200	15927996	1813	542	NOT_RELEVANT
200	15927996	21024	23047	RELEVANT
200	15939964	43285	3131	NOT_RELEVANT
200	15941730	5246	199	NOT_RELEVANT
200	15942045	5645	3498	NOT_RELEVANT
200	15947000	46359	509	NOT_RELEVANT
200	15947027	86485	612	NOT_RELEVANT
200	15956056	49989	11481	NOT_RELEVANT
200	15956088	2785	1216	NOT_RELEVANT
200	15956088	8847	3506	NOT_RELEVANT
200	15956092	25846	1378	NOT_RELEVANT
200	15972354	39289	1193	RELEVANT
200	15972354	47699	40835	RELEVANT
200	15985510	15996	1860	NOT_RELEVANT
200	15985510	17859	771	NOT_RELEVANT
200	15987711	1192	1566	RELEVANT
200	15987711	2761	580	NOT_RELEVANT
200	15987711	3344	888	RELEVANT
200	15987711	4235	411	RELEVANT
200	15987711	36477	1334	NOT_RELEVANT
200	15987711	45772	2766	RELEVANT
200	15987711	48541	1404	NOT_RELEVANT
200	15987712	44175	32729	RELEVANT
200	15994287	51561	541	NOT_RELEVANT
200	15998841	26675	2163	NOT_RELEVANT
200	16000326	6775	2480	RELEVANT
200	16000326	59023	2922	RELEVANT
200	16027240	23383	1655	NOT_RELEVANT
200	16027240	29667	1594	NOT_RELEVANT
200	16030085	3676	1272	RELEVANT
200	16030085	16202	1263	RELEVANT
200	16030085	27736	563	NOT_RELEVANT
200	16030085	30595	591	NOT_RELEVANT
200	16046298	6225	1851	NOT_RELEVANT
200	16049051	3216	529	NOT_RELEVANT
200	16049051	4903	2159	NOT_RELEVANT
200	16049051	21452	513	NOT_RELEVANT
200	16049051	35592	25446	NOT_RELEVANT
200	16061723	32005	19232	NOT_RELEVANT
200	16091370	6354	2442	NOT_RELEVANT
200	16103118	39168	1916	NOT_RELEVANT
200	16103410	25849	1788	NOT_RELEVANT
200	16105911	4378	758	NOT_RELEVANT
200	16115811	120776	706	NOT_RELEVANT
200	16123373	7602	8850	NOT_RELEVANT
200	16144797	4176	1965	RELEVANT
200	16144797	6144	1240	NOT_RELEVANT
200	16144797	61120	415	NOT_RELEVANT
200	16144797	70170	536	NOT_RELEVANT
200	16144797	75911	523	RELEVANT
200	16144797	81312	531	RELEVANT
200	16145048	112338	2623	NOT_RELEVANT
200	16159888	53797	1349	NOT_RELEVANT
200	16159900	59584	3733	NOT_RELEVANT
200	16159950	8279	660	NOT_RELEVANT
200	16159950	37444	22618	NOT_RELEVANT
200	16174649	7021	1191	NOT_RELEVANT
200	16186405	5322	3039	RELEVANT
200	16188944	1107	1291	NOT_RELEVANT
200	16188950	2531	1014	RELEVANT
200	16188950	13540	1367	NOT_RELEVANT
200	16204271	12051	2549	NOT_RELEVANT
200	16204271	14603	1401	RELEVANT
200	16204302	12056	1322	RELEVANT
200	16204302	19767	833	NOT_RELEVANT
200	16204302	26728	2948	NOT_RELEVANT
200	16204302	36459	1321	NOT_RELEVANT
200	16210379	1623	2893	NOT_RELEVANT
200	16214811	75395	1357	RELEVANT
200	16230478	9257	2686	RELEVANT
200	16230478	15348	1660	RELEVANT
200	16230478	30613	1448	NOT_RELEVANT
200	16230478	44474	1999	NOT_RELEVANT
200	16230478	53633	2228	RELEVANT
200	16230478	55864	2836	RELEVANT
200	16234277	0	245	NOT_RELEVANT
200	16234277	6414	3442	NOT_RELEVANT
200	16234277	28019	4339	NOT_RELEVANT
200	16234277	42462	3692	NOT_RELEVANT
200	16234277	49352	4208	NOT_RELEVANT
200	16234277	53563	3229	NOT_RELEVANT
200	16234277	62053	2513	NOT_RELEVANT
200	16234277	80094	1400	NOT_RELEVANT
200	16234277	81565	42612	RELEVANT
200	16251219	44949	1631	RELEVANT
200	16251219	46583	1860	RELEVANT
200	16251219	48446	2855	RELEVANT
200	16251219	54615	34995	RELEVANT
200	16251389	38890	2373	NOT_RELEVANT
200	16260486	13105	902	NOT_RELEVANT
200	16314438	38215	837	NOT_RELEVANT
200	16330816	9866	2198	RELEVANT
200	16330816	45569	3560	RELEVANT
200	16330816	58876	4746	RELEVANT
200	16330816	73848	25969	RELEVANT
200	16373368	4287	4077	NOT_RELEVANT
200	16373368	8367	2650	NOT_RELEVANT
201	7499226	42135	600	NOT_RELEVANT
201	7499359	24543	1089	NOT_RELEVANT
201	7499408	22144	3398	NOT_RELEVANT
201	7534298	10443	2161	NOT_RELEVANT
201	7534298	34060	1408	NOT_RELEVANT
201	7539798	2413	1700	NOT_RELEVANT
201	7539798	5552	1203	NOT_RELEVANT
201	7539798	7827	1536	NOT_RELEVANT
201	7539798	31212	1273	NOT_RELEVANT
201	7539798	34047	1276	NOT_RELEVANT
201	7559496	31543	957	NOT_RELEVANT
201	7592645	22571	1853	NOT_RELEVANT
201	7592654	38443	1699	NOT_RELEVANT
201	7592678	13044	1030	NOT_RELEVANT
201	7592779	8275	1443	NOT_RELEVANT
201	7592840	17514	906	NOT_RELEVANT
201	7592840	38964	840	NOT_RELEVANT
201	7592840	60683	632	NOT_RELEVANT
201	7592913	5327	1518	NOT_RELEVANT
201	7592920	5521	1981	NOT_RELEVANT
201	7592920	31817	651	NOT_RELEVANT
201	7673165	25496	6939	NOT_RELEVANT
201	7706312	60307	2295	NOT_RELEVANT
201	7713905	53334	1591	NOT_RELEVANT
201	7744823	14047	1007	NOT_RELEVANT
201	7744871	3726	3868	NOT_RELEVANT
201	7782277	45791	1109	NOT_RELEVANT
201	7876102	2160	1548	NOT_RELEVANT
201	7876102	40311	1042	NOT_RELEVANT
201	7876156	68518	736	NOT_RELEVANT
201	7876237	14101	1206	NOT_RELEVANT
201	7876237	37654	1170	NOT_RELEVANT
201	8530446	9297	2089	NOT_RELEVANT
201	8530446	11562	1000	NOT_RELEVANT
201	8530489	31490	1481	NOT_RELEVANT
201	8550565	3497	1242	NOT_RELEVANT
201	8550565	6891	1009	NOT_RELEVANT
201	8550565	7903	1218	NOT_RELEVANT
201	8550565	19366	863	NOT_RELEVANT
201	8550565	24151	1290	NOT_RELEVANT
201	8550565	26353	623	NOT_RELEVANT
201	8550565	26979	1829	NOT_RELEVANT
201	8576107	35823	417	NOT_RELEVANT
201	8576250	51850	1277	NOT_RELEVANT
201	8621572	33101	311	NOT_RELEVANT
201	8621591	14211	245	NOT_RELEVANT
201	8621729	5552	1189	NOT_RELEVANT
201	8621729	41288	788	NOT_RELEVANT
201	8626480	3477	2465	NOT_RELEVANT
201	8626511	43094	1036	NOT_RELEVANT
201	8626511	44405	988	NOT_RELEVANT
201	8626548	12709	1905	NOT_RELEVANT
201	8631743	35169	881	NOT_RELEVANT
201	8636091	46103	976	NOT_RELEVANT
201	8636091	59225	340	NOT_RELEVANT
201	8776590	3598	1383	NOT_RELEVANT
201	8977410	53421	18217	NOT_RELEVANT
201	8977429	59589	24167	NOT_RELEVANT
201	8995293	12953	2193	NOT_RELEVANT
201	8996240	16494	1865	NOT_RELEVANT
201	9002677	0	884	NOT_RELEVANT
201	9002677	1851	1382	NOT_RELEVANT
201	9016631	25392	342	NOT_RELEVANT
201	9016631	32277	778	NOT_RELEVANT
201	9016631	36575	2632	NOT_RELEVANT
201	9020094	61643	3948	NOT_RELEVANT
201	9020108	43311	941	NOT_RELEVANT
201	9020132	50168	8055	NOT_RELEVANT
201	9049257	4129	4389	NOT_RELEVANT
201	9054438	65055	1675	NOT_RELEVANT
201	9054448	1996	1774	NOT_RELEVANT
201	9058706	39929	467	NOT_RELEVANT
201	9075730	66702	23556	NOT_RELEVANT
201	9092802	77226	29161	NOT_RELEVANT
201	9099670	1972	1706	NOT_RELEVANT
201	9099670	6306	1049	NOT_RELEVANT
201	9099670	11387	873	NOT_RELEVANT
201	9099670	25580	1248	NOT_RELEVANT
201	9099670	28553	1306	NOT_RELEVANT
201	9108383	41503	478	NOT_RELEVANT
201	9111053	6637	2005	NOT_RELEVANT
201	9111071	61399	8714	NOT_RELEVANT
201	9115221	3496	1478	NOT_RELEVANT
201	9148952	6714	1205	NOT_RELEVANT
201	9151690	3152	1461	NOT_RELEVANT
201	9153224	3423	2412	NOT_RELEVANT
201	9153224	53344	4542	NOT_RELEVANT
201	9153224	88588	1511	NOT_RELEVANT
201	9182543	7477	1162	NOT_RELEVANT
201	9226151	67761	536	NOT_RELEVANT
201	9228073	4319	815	NOT_RELEVANT
201	9242688	2232	1253	NOT_RELEVANT
201	9242688	23183	1922	NOT_RELEVANT
201	9242688	30856	3670	NOT_RELEVANT
201	9242688	47156	1290	NOT_RELEVANT
201	9261098	3255	1668	NOT_RELEVANT
201	9261098	10716	898	NOT_RELEVANT
201	9261098	17454	1273	NOT_RELEVANT
201	9261098	19148	2122	NOT_RELEVANT
201	9261098	26020	1078	NOT_RELEVANT
201	9261098	27107	1055	NOT_RELEVANT
201	9261098	34448	1505	NOT_RELEVANT
201	9322922	65528	21584	NOT_RELEVANT
201	9322943	59742	17535	NOT_RELEVANT
201	9322953	75677	27144	NOT_RELEVANT
201	9361035	2716	1445	NOT_RELEVANT
201	9361035	24634	1192	NOT_RELEVANT
201	9362261	6631	1981	NOT_RELEVANT
201	9362519	20198	3258	NOT_RELEVANT
201	9374631	11028	2314	NOT_RELEVANT
201	9389511	51301	26200	NOT_RELEVANT
201	9389536	54920	16355	NOT_RELEVANT
201	9399837	3057	1075	NOT_RELEVANT
201	9399837	38357	870	NOT_RELEVANT
201	9414264	1482	784	NOT_RELEVANT
201	9414264	12331	1141	NOT_RELEVANT
201	9414264	20820	1763	NOT_RELEVANT
201	9414264	59454	1679	NOT_RELEVANT
201	9414264	70492	1332	NOT_RELEVANT
201	9414264	71835	1089	NOT_RELEVANT
201	9414264	74167	1439	NOT_RELEVANT
201	9414264	78513	1549	NOT_RELEVANT
201	9422737	3212	1239	NOT_RELEVANT
201	9422737	5841	1644	NOT_RELEVANT
201	9422737	50732	1070	NOT_RELEVANT
201	9422741	81010	2057	NOT_RELEVANT
201	9446616	36543	4406	NOT_RELEVANT
201	9452512	65137	1230	NOT_RELEVANT
201	9454760	90962	488	NOT_RELEVANT
201	9454760	93651	357	NOT_RELEVANT
201	9461566	47804	838	NOT_RELEVANT
201	9466988	609	1055	NOT_RELEVANT
201	9468545	15188	1603	NOT_RELEVANT
201	9478967	19708	2448	NOT_RELEVANT
201	9516482	29518	1046	NOT_RELEVANT
201	9516482	51822	508	NOT_RELEVANT
201	9528965	48214	962	NOT_RELEVANT
201	9528965	61846	1371	NOT_RELEVANT
201	9566962	81975	1963	NOT_RELEVANT
201	9603967	36968	1928	NOT_RELEVANT
201	9603967	38899	1998	NOT_RELEVANT
201	9614078	5631	2608	NOT_RELEVANT
201	9624170	3264	2157	NOT_RELEVANT
201	9624170	55971	3432	NOT_RELEVANT
201	9624170	65584	4060	NOT_RELEVANT
201	9625759	15895	1309	NOT_RELEVANT
201	9625759	58529	2378	NOT_RELEVANT
201	9651392	33966	1482	NOT_RELEVANT
201	9660749	20729	1723	NOT_RELEVANT
201	9668040	2657	3116	NOT_RELEVANT
201	9668040	17284	3165	NOT_RELEVANT
201	9668053	34383	1786	NOT_RELEVANT
201	9685325	1844	1860	NOT_RELEVANT
201	9685325	4089	1645	NOT_RELEVANT
201	9685325	7852	1836	NOT_RELEVANT
201	9685350	13078	2147	NOT_RELEVANT
201	9700196	31239	1815	NOT_RELEVANT
201	9705288	3384	1705	NOT_RELEVANT
201	9705288	17208	453	NOT_RELEVANT
201	9705288	22229	616	NOT_RELEVANT
201	9705288	29663	1284	NOT_RELEVANT
201	9705288	36053	549	NOT_RELEVANT
201	9705288	50164	1634	NOT_RELEVANT
201	9705288	54700	779	NOT_RELEVANT
201	9705288	60067	777	NOT_RELEVANT
201	9735384	10449	305	NOT_RELEVANT
201	9751520	67891	24975	NOT_RELEVANT
201	9787181	6256	1462	NOT_RELEVANT
201	9817602	96784	29784	NOT_RELEVANT
201	9817603	75644	24758	NOT_RELEVANT
201	9867813	1833	2546	NOT_RELEVANT
201	9873061	80093	596	NOT_RELEVANT
201	9890175	20080	376	NOT_RELEVANT
201	9927296	4956	5257	NOT_RELEVANT
201	9933647	4827	1441	NOT_RELEVANT
201	9933647	7352	1163	NOT_RELEVANT
201	9933647	18720	1427	NOT_RELEVANT
201	9933647	53631	1046	NOT_RELEVANT
201	9933647	73776	1707	NOT_RELEVANT
201	9988689	79037	1564	NOT_RELEVANT
201	10026138	58195	1983	NOT_RELEVANT
201	10050865	6311	4196	NOT_RELEVANT
201	10050867	42087	2385	NOT_RELEVANT
201	10066754	0	859	NOT_RELEVANT
201	10070948	30682	1278	NOT_RELEVANT
201	10072428	1422	1708	NOT_RELEVANT
201	10072428	3219	2220	NOT_RELEVANT
201	10072435	3445	1143	NOT_RELEVANT
201	10072435	25150	2017	NOT_RELEVANT
201	10072438	2643	963	NOT_RELEVANT
201	10085148	32837	1032	NOT_RELEVANT
201	10190568	17543	2767	NOT_RELEVANT
201	10196236	28771	1407	NOT_RELEVANT
201	10203279	1492	3448	NOT_RELEVANT
201	10203282	32734	407	NOT_RELEVANT
201	10223196	26359	502	NOT_RELEVANT
201	10318790	0	771	NOT_RELEVANT
201	10318790	28159	1875	NOT_RELEVANT
201	10329666	74244	935	NOT_RELEVANT
201	10334194	59475	25760	NOT_RELEVANT
201	10334201	35406	18632	NOT_RELEVANT
201	10334202	34939	1354	NOT_RELEVANT
201	10339476	11671	1643	NOT_RELEVANT
201	10339476	86992	417	NOT_RELEVANT
201	10339476	89643	424	NOT_RELEVANT
201	10339478	16699	910	NOT_RELEVANT
201	10339478	85331	421	NOT_RELEVANT
201	10358073	57773	2723	NOT_RELEVANT
201	10359544	56423	2024	NOT_RELEVANT
201	10359544	85182	1828	NOT_RELEVANT
201	10359546	50888	2721	NOT_RELEVANT
201	10359548	52619	813	NOT_RELEVANT
201	10359574	3100	1900	NOT_RELEVANT
201	10361105	86410	508	NOT_RELEVANT
201	10381506	54834	434	NOT_RELEVANT
201	10413421	618	3959	NOT_RELEVANT
201	10413421	83850	2174	NOT_RELEVANT
201	10413423	7690	1438	NOT_RELEVANT
201	10413426	2259	3675	NOT_RELEVANT
201	10426784	459	1825	NOT_RELEVANT
201	10426784	23367	1602	NOT_RELEVANT
201	10427090	61703	3254	NOT_RELEVANT
201	10433620	913	3734	NOT_RELEVANT
201	10433620	4650	2310	NOT_RELEVANT
201	10433620	6963	2955	NOT_RELEVANT
201	10433620	74333	412	NOT_RELEVANT
201	10451432	22503	9120	NOT_RELEVANT
201	10469612	60493	29386	NOT_RELEVANT
201	10469748	49387	412	NOT_RELEVANT
201	10469756	1325	2123	NOT_RELEVANT
201	10477685	106936	426	NOT_RELEVANT
201	10478836	69148	24635	NOT_RELEVANT
201	10478850	76585	33385	NOT_RELEVANT
201	10491389	97520	504	NOT_RELEVANT
201	10498616	107324	416	NOT_RELEVANT
201	10506102	2792	2243	NOT_RELEVANT
201	10545425	3517	1565	NOT_RELEVANT
201	10556179	24460	1546	NOT_RELEVANT
201	10556179	27334	1517	NOT_RELEVANT
201	10556179	50545	5276	NOT_RELEVANT
201	10556179	83860	411	NOT_RELEVANT
201	10556179	90235	434	NOT_RELEVANT
201	10562313	5125	601	NOT_RELEVANT
201	10564678	1169	3825	NOT_RELEVANT
201	10580029	65210	18048	NOT_RELEVANT
201	10580030	26124	2672	NOT_RELEVANT
201	10590226	4956	2042	NOT_RELEVANT
